,orig_index,raw_name,Manufacturer,Source,Head Size,Length,Strung Weight,Balance,Swingweight,Beam Width,Tip/Shaft,Composition,Power Level,Stiffness,String Pattern,Main Skip,String Tension,tw_url,Merged Beam Width,Balance (pts),Head Size (in),Strung Weight (oz),Beam Width (avg. mm),Power Level (0-2),Length (in),String Tension (avg. lbs.),Mains,Crosses,String Density (X/in2),ID,Distance,Model,url,Current/Old Models,link,Head Size (in) jittered,Strung Weight (oz) jittered,Beam Width (avg. mm) jittered,Balance (pts) jittered,String Density (X/in2) jittered,Swingweight jittered,Stiffness jittered,Head Size (in) normed,Strung Weight (oz) normed,Balance (pts) normed,Stiffness normed,Beam Width (avg. mm) normed,String Density (X/in2) normed,Swingweight normed,Name
20,26,Babolat Aero Storm,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,6pts HL,340.0,0.0mm,21.0mm / 19.0mm,High Modulus Graphite,Low,66.0,16 Mains/20 Crosses,"8T,8H",50-62,,0.0mm/21.0mm / 19.0mm,-6,98.0,12.1,20.0,0.0,27.0,56.0,16.0,20.0,3.2653061224489797,20,0.0,Aero Storm,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm),97.98712096631746,12.067570815813646,20.358396796106256,-5.602985412838137,3.238149284424558,339.8772586999044,65.58399501131022,-0.2857142857142857,0.8666666666666659,-0.42857142857142855,0.0,-1.0,0.7040816326530607,1.1578947368421053,Babolat Aero Storm
21,27,Babolat AeroPro Control Plus,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,12.00 oz / 340 g,10pts HL,345.0,0.0mm,20.0mm / 22.0mm,High Modulus Graphite,Low-Medium,70.0,16 Mains/19 Crosses,"8T,8H",55-65,,0.0mm/20.0mm / 22.0mm,-10,98.0,12.0,21.0,0.5,27.5,60.0,16.0,19.0,3.1020408163265305,21,0.0,AeroPro Control Plus,https://www.ebay.com/sch/i.html?_nkw=Babolat+AeroPro+Control+Plus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+AeroPro+Control+Plus),98.43160639777693,12.00033951121793,21.295368682491503,-9.718330685097394,3.110117249132216,344.75524596732686,69.55469564258789,-0.2857142857142857,0.7999999999999995,-1.0,0.6666666666666666,-0.7142857142857143,0.19387755102040755,1.4210526315789473,Babolat AeroPro Control Plus
22,28,Babolat AeroPro Control,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.00 oz / 340 g,6pts HL,340.0,0.0mm,20.0mm / 22.0mm,High Modulus Graphite,Low-Medium,70.0,16 Mains/19 Crosses,"8T,8H",55-65,,0.0mm/20.0mm / 22.0mm,-6,98.0,12.0,21.0,0.5,27.0,60.0,16.0,19.0,3.1020408163265305,22,0.0,AeroPro Control,https://www.ebay.com/sch/i.html?_nkw=Babolat+AeroPro+Control,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+AeroPro+Control),98.1421419324352,12.022227609062318,20.94215442190672,-6.195831275282649,3.0582070660644467,340.2156826877338,70.39457122660104,-0.2857142857142857,0.7999999999999995,-0.42857142857142855,0.6666666666666666,-0.7142857142857143,0.19387755102040755,1.1578947368421053,Babolat AeroPro Control
23,29,Babolat Aero Tour Midplus,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.00 inches / 68.58 cm,11.50 oz / 326 g,5pts HL,316.0,0.0mm,17.0mm / 21.0mm,High Modulus Graphite,Low-Medium,73.0,16 Mains/19 Crosses,"8T,8H",50-60,,0.0mm/17.0mm / 21.0mm,-5,97.0,11.5,19.0,0.5,27.0,55.0,16.0,19.0,3.134020618556701,23,0.0,Aero Tour Midplus,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Midplus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Midplus),97.05345763362097,11.532094140262064,19.33762861129164,-4.6013408191330685,3.125037375371731,315.6796161400283,72.51063112952842,-0.42857142857142855,0.4666666666666662,-0.2857142857142857,1.1666666666666667,-1.2857142857142858,0.29381443298969023,-0.10526315789473684,Babolat Aero Tour Midplus
24,30,Babolat Aero Tour Plus Midplus,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.50 inches / 69.85 cm,11.60 oz / 329 g,7pts HL,330.0,0.0mm,17.0mm / 21.0mm,High Modulus Graphite,Low-Medium,71.0,16 Mains/19 Crosses,"8T,8H",50-60,,0.0mm/17.0mm / 21.0mm,-7,97.0,11.6,19.0,0.5,27.5,55.0,16.0,19.0,3.134020618556701,24,0.0,Aero Tour Plus Midplus,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Plus+Midplus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Plus+Midplus),97.29232477613213,11.571081201415932,19.36298040547038,-7.481288872699496,3.0875242726609486,329.7258906173713,71.04671220539471,-0.42857142857142855,0.5333333333333327,-0.5714285714285714,0.8333333333333334,-1.2857142857142858,0.29381443298969023,0.631578947368421,Babolat Aero Tour Plus Midplus
25,31,Babolat Aero Tour Pro Limited ,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.00 inches / 68.58 cm,12.40 oz / 352 g,4pts HL,335.0,0.0mm,17.0mm / 21.0mm,High Modulus Graphite,Low,73.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-60,,0.0mm/17.0mm / 21.0mm,-4,97.0,12.4,19.0,0.0,27.0,55.0,18.0,20.0,3.711340206185567,25,0.0,Aero Tour Pro Limited,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Pro+Limited+,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Pro+Limited+),97.14165586365834,12.431450475800172,18.915097345369983,-3.559750669894171,3.719943179847211,334.9691207288482,73.31536641462893,-0.42857142857142855,1.0666666666666664,-0.14285714285714285,1.1666666666666667,-1.2857142857142858,2.0979381443298952,0.8947368421052632,Babolat Aero Tour Pro Limited 
26,32,Babolat Aero Tour Pro Limited Plus ,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.50 inches / 69.85 cm,12.40 oz / 352 g,7pts HL,349.0,0.0mm,17.0mm / 21.0mm,High Modulus Graphite,Low,73.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-60,,0.0mm/17.0mm / 21.0mm,-7,97.0,12.4,19.0,0.0,27.5,55.0,18.0,20.0,3.711340206185567,26,0.0,Aero Tour Pro Limited Plus,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Pro+Limited+Plus+,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Tour+Pro+Limited+Plus+),96.56901391917917,12.352363326032528,18.682381359876356,-6.902874343193211,3.707872302146362,348.5739077980706,73.47644508697952,-0.42857142857142855,1.0666666666666664,-0.5714285714285714,1.1666666666666667,-1.2857142857142858,2.0979381443298952,1.631578947368421,Babolat Aero Tour Pro Limited Plus 
27,33,Babolat Pure Control 2001,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.00 inches / 68.58 cm,12.30 oz / 349 g,6pts HL,336.0,21.5mm,21.5mm / 21.5mm,Graphite / Kevlar,Low,72.0,16 Mains/20 Crosses,"8T,8H",48-66,,21.5mm/21.5mm / 21.5mm,-6,97.0,12.3,21.5,0.0,27.0,57.0,16.0,20.0,3.2989690721649483,27,0.0,Pure Control 2001,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+2001,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+2001),96.80910406465094,12.258824493784791,21.71402140263669,-5.981315146798161,3.249640294057842,335.95590075859855,71.963970079104,-0.42857142857142855,1.0,-0.42857142857142855,1.0,-0.5714285714285714,0.8092783505154626,0.9473684210526315,Babolat Pure Control 2001
28,34,Babolat Pure Control 2003,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.80 oz / 335 g,7pts HL,327.0,21.5mm,21.5mm / 21.5mm,Graphite / Kevlar,Low,70.0,16 Mains/20 Crosses,"8T,8H",48-66,,21.5mm/21.5mm / 21.5mm,-7,98.0,11.8,21.5,0.0,27.0,57.0,16.0,20.0,3.2653061224489797,28,0.0,Pure Control 2003,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+2003,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+2003),97.5553205655308,11.795711513294936,21.75321535757288,-7.00775875029866,3.2360006366025766,327.1330973005989,69.81530324828577,-0.2857142857142857,0.6666666666666666,-0.5714285714285714,0.6666666666666666,-0.5714285714285714,0.7040816326530607,0.47368421052631576,Babolat Pure Control 2003
29,35,Babolat Pure Control Plus 2001,Babolat,TWRF,97 sq. in. / 626 sq. cm.,27.50 inches / 69.85 cm,12.30 oz / 349 g,8pts HL,350.0,21.5mm,21.5mm / 21.5mm,Graphite / Kevlar,Low,71.0,16 Mains/20 Crosses,"8T,8H",48-66,,21.5mm/21.5mm / 21.5mm,-8,97.0,12.3,21.5,0.0,27.5,57.0,16.0,20.0,3.2989690721649483,29,0.0,Pure Control Plus 2001,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Plus+2001,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Plus+2001),97.22726073211616,12.285602974745219,21.02845200912426,-7.748402352293002,3.321309339168018,349.686778072941,71.20747534801117,-0.42857142857142855,1.0,-0.7142857142857143,0.8333333333333334,-0.5714285714285714,0.8092783505154626,1.6842105263157894,Babolat Pure Control Plus 2001
30,36,Babolat Pure Control Plus 2003,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,11.90 oz / 337 g,10pts HL,332.0,21.5mm,21.5mm / 21.5mm,Graphite / Kevlar,Low,68.0,16 Mains/20 Crosses,"8T,8H",48-66,,21.5mm/21.5mm / 21.5mm,-10,98.0,11.9,21.5,0.0,27.5,57.0,16.0,20.0,3.2653061224489797,30,0.0,Pure Control Plus 2003,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Plus+2003,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Plus+2003),97.53176826953379,11.938056158920146,21.639490012935948,-10.457719554410744,3.24113538031401,332.2908499230939,68.32068008889915,-0.2857142857142857,0.7333333333333331,-1.0,0.3333333333333333,-0.5714285714285714,0.7040816326530607,0.7368421052631579,Babolat Pure Control Plus 2003
31,37,Babolat VS Control,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.70 oz / 332 g,6pts HL,324.0,21.5mm,21.5mm / 21.5mm,Graphite / Kevlar,Low,68.0,16 Mains/20 Crosses,"8T,8H",48-66,,21.5mm/21.5mm / 21.5mm,-6,98.0,11.7,21.5,0.0,27.0,57.0,16.0,20.0,3.2653061224489797,31,0.0,VS Control,https://www.ebay.com/sch/i.html?_nkw=Babolat+VS+Control,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+VS+Control),98.02475927579012,11.721231571900447,21.013823028989158,-5.568523859628804,3.307876061841938,324.13348328747577,67.97868204071972,-0.2857142857142857,0.5999999999999991,-0.42857142857142855,0.3333333333333333,-0.5714285714285714,0.7040816326530607,0.3157894736842105,Babolat VS Control
32,38,Babolat Aero Storm Cortex,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.10 oz / 315 g,4pts HL,325.0,21.0mm,21.0mm / 19.0mm,High Modulus Graphite,Low,65.0,16 Mains/20 Crosses,"8T,8H",50-62,,21.0mm/21.0mm / 19.0mm,-4,98.0,11.1,20.333333333333332,0.0,27.0,56.0,16.0,20.0,3.2653061224489797,32,0.0,Aero Storm Cortex,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Cortex,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Cortex),98.00165262516059,11.14278984973675,20.609109910685003,-4.430043240677148,3.293038404240588,324.91491614948853,64.6391215194315,-0.2857142857142857,0.1999999999999993,-0.14285714285714285,-0.16666666666666666,-0.9047619047619051,0.7040816326530607,0.3684210526315789,Babolat Aero Storm Cortex
33,39,Babolat Pure Storm Tour+ GT,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,12.10 oz / 343 g,8pts HL,349.0,21.0mm,21.0mm / 21.0mm,Graphite Tungsten,Low,61.0,16 Mains/20 Crosses,"8T,8H",55-62,,21.0mm/21.0mm / 21.0mm,-8,98.0,12.1,21.0,0.0,27.5,58.5,16.0,20.0,3.2653061224489797,33,0.0,Pure Storm Tour+ GT,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour++GT,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour++GT),97.69590200761745,12.074328339377407,21.47450204392822,-8.011413216355288,3.295927545450617,349.29180875968143,61.12354318988726,-0.2857142857142857,0.8666666666666659,-0.7142857142857143,-0.8333333333333334,-0.7142857142857143,0.7040816326530607,1.631578947368421,Babolat Pure Storm Tour+ GT
34,40,Babolat Pure Storm Tour GT,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,8pts HL,333.0,21.0mm,21.0mm / 21.0mm,Graphite Tungsten,Low,64.0,16 Mains/20 Crosses,"8T, 8H",50-62,,21.0mm/21.0mm / 21.0mm,-8,98.0,12.1,21.0,0.0,27.0,56.0,16.0,20.0,3.2653061224489797,34,0.0,Pure Storm Tour GT,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour+GT,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour+GT),98.12066281507737,12.095278525111075,20.755238568427817,-7.553496837572262,3.280921596229665,333.21541129573404,63.532548398008,-0.2857142857142857,0.8666666666666659,-0.7142857142857143,-0.3333333333333333,-0.7142857142857143,0.7040816326530607,0.7894736842105263,Babolat Pure Storm Tour GT
35,41,Babolat Aero Storm Tour Cortex,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,6pts HL,340.0,21.0mm,21.0mm / 19.0mm,High Modulus Graphite,Low-Medium,66.0,16 Mains/20 Crosses,"8T,8H",52-62,,21.0mm/21.0mm / 19.0mm,-6,98.0,12.1,20.333333333333332,0.5,27.0,57.0,16.0,20.0,3.2653061224489797,35,0.0,Aero Storm Tour Cortex,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Tour+Cortex,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Tour+Cortex),98.45381588772781,12.138229005874681,19.864854527250095,-5.8683292033366214,3.236677492904734,340.00692438821875,65.73835585138052,-0.2857142857142857,0.8666666666666659,-0.42857142857142855,0.0,-0.9047619047619051,0.7040816326530607,1.1578947368421053,Babolat Aero Storm Tour Cortex
36,42,Babolat Aero Storm GT,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.40 oz / 323 g,3pts HL,334.0,21.5mm,21.5mm / 21.0mm,Graphite / Tungsten,Low,67.0,16 Mains/20 Crosses,8H 8 T,55-62,,21.5mm/21.5mm / 21.0mm,-3,98.0,11.4,21.333333333333332,0.0,27.0,58.5,16.0,20.0,3.2653061224489797,36,0.0,Aero Storm GT,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+GT,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+GT),98.22355293268672,11.428577579092568,21.685639383891882,-2.741004746078332,3.2518806420245725,334.1398646618155,66.90865374473834,-0.2857142857142857,0.39999999999999974,0.0,0.16666666666666666,-0.6190476190476194,0.7040816326530607,0.8421052631578947,Babolat Aero Storm GT
37,43,Babolat Aero Storm Tour GT,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,6pts HL,330.0,21.5mm,21.5mm / 21.0mm,Graphite / Tungsten,Low,68.0,16 Mains/20 Crosses,8H 8T,55-62,,21.5mm/21.5mm / 21.0mm,-6,98.0,11.9,21.333333333333332,0.0,27.0,58.5,16.0,20.0,3.2653061224489797,37,0.0,Aero Storm Tour GT,https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Tour+GT,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Aero+Storm+Tour+GT),98.04095175882104,11.886485901354757,21.642097585850998,-5.771210522592125,3.297610465879834,330.4869771849195,68.41330734927769,-0.2857142857142857,0.7333333333333331,-0.42857142857142855,0.3333333333333333,-0.6190476190476194,0.7040816326530607,0.631578947368421,Babolat Aero Storm Tour GT
38,44,Babolat Pure Storm Tour Plus GT,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,12.10 oz / 343 g,8pts HL,349.0,21.0mm,21.0mm / 21.0mm,Graphite Tungsten,Low,61.0,16 Mains/20 Crosses,"8T, 8H",55-62,,21.0mm/21.0mm / 21.0mm,-8,98.0,12.1,21.0,0.0,27.5,58.5,16.0,20.0,3.2653061224489797,38,0.0,Pure Storm Tour Plus GT,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour+Plus+GT,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Storm+Tour+Plus+GT),97.8367889893326,12.088428106443068,21.391524589839367,-8.350996994413444,3.255085293999344,349.17078407479903,61.20117904371995,-0.2857142857142857,0.8666666666666659,-0.7142857142857143,-0.8333333333333334,-0.7142857142857143,0.7040816326530607,1.631578947368421,Babolat Pure Storm Tour Plus GT
39,45,Babolat Pure Strike 18x20,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.40 oz / 323 g,5pts HL,324.0,23.0mm,21.0mm / 21.0mm,Graphite,Low,66.0,18 Mains/20 Crosses,8T 10T 8H 10H,52-62,,23.0mm/21.0mm / 21.0mm,-5,98.0,11.4,21.666666666666668,0.0,27.0,57.0,18.0,20.0,3.673469387755102,39,0.0,Pure Strike 18x20,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+18x20,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+18x20),98.09758913205337,11.408307878007362,22.104786324429234,-5.0242315726830755,3.6967981183646628,324.25093478593857,66.0779730165619,-0.2857142857142857,0.39999999999999974,-0.2857142857142857,0.0,-0.5238095238095235,1.9795918367346923,0.3157894736842105,Babolat Pure Strike 18x20
40,46,Babolat Pure Strike Tour,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.00 oz / 340 g,6pts HL,330.0,23.0mm,21.0mm / 21.0mm,Graphite,Low,65.0,18 Mains/20 Crosses,8T 10T 8H 10H,52-62,,23.0mm/21.0mm / 21.0mm,-6,98.0,12.0,21.666666666666668,0.0,27.0,57.0,18.0,20.0,3.673469387755102,40,0.0,Pure Strike Tour,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+Tour,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+Tour),98.31819433696735,12.032940646254417,21.864686020624735,-6.058627587763869,3.7162091511465545,330.45727458465734,64.98476015296275,-0.2857142857142857,0.7999999999999995,-0.42857142857142855,-0.16666666666666666,-0.5238095238095235,1.9795918367346923,0.631578947368421,Babolat Pure Strike Tour
41,47,Babolat Pure Control Tour,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.80 oz / 335 g,7pts HL,317.0,21.0mm,21.0mm / 21.0mm,Graphite/Tungsten & Flex Carbon,Low,63.0,16 Mains/20 Crosses,8T 8H,52-62,,21.0mm/21.0mm / 21.0mm,-7,98.0,11.8,21.0,0.0,27.0,57.0,16.0,20.0,3.2653061224489797,41,0.0,Pure Control Tour,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Tour,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Tour),97.54832041247339,11.831057112171308,21.244276530560224,-7.155322371836729,3.234208617015082,317.2577465628306,62.82922928418742,-0.2857142857142857,0.6666666666666666,-0.5714285714285714,-0.5,-0.7142857142857143,0.7040816326530607,-0.05263157894736842,Babolat Pure Control Tour
42,48,Babolat Pure Control Tour Plus,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,12.00 oz / 340 g,9pts HL,329.0,21.5mm,21.5mm / 21.5mm,Graphite/Tungsten & Flex Carbon,Low,61.0,16 Mains/20 Crosses,8T 8H,52-62,,21.5mm/21.5mm / 21.5mm,-9,98.0,12.0,21.5,0.0,27.5,57.0,16.0,20.0,3.2653061224489797,42,0.0,Pure Control Tour Plus,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Tour+Plus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Control+Tour+Plus),97.86348148438539,12.013376521398584,21.34158217782815,-9.089470504799108,3.2668463620232,329.24934555420174,60.761616773184286,-0.2857142857142857,0.7999999999999995,-0.8571428571428571,-0.8333333333333334,-0.5714285714285714,0.7040816326530607,0.5789473684210527,Babolat Pure Control Tour Plus
43,49,Babolat Pure Strike 16x19,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.30 oz / 320 g,5pts HL,320.0,23.0mm,21.0mm / 21.0mm,Graphite,Low-Medium,66.0,16 Mains/19 Crosses,8T 8H,52-62,,23.0mm/21.0mm / 21.0mm,-5,98.0,11.3,21.666666666666668,0.5,27.0,57.0,16.0,19.0,3.1020408163265305,43,0.0,Pure Strike 16x19,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+16x19,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+16x19),98.09507174522751,11.343275238411609,21.8288595947146,-5.327915947758789,3.0876775064893103,319.97698800765653,65.64593578375428,-0.2857142857142857,0.3333333333333333,-0.2857142857142857,0.0,-0.5238095238095235,0.19387755102040755,0.10526315789473684,Babolat Pure Strike 16x19
44,50,Babolat Pure Aero VS,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.10 oz / 315 g,4pts HL,319.0,21.0mm,21.0mm / 21.0mm,Graphite,Low-Medium,67.0,16 Mains/20 Crosses,"8T,8H",50-59,,21.0mm/21.0mm / 21.0mm,-4,98.0,11.1,21.0,0.5,27.0,54.5,16.0,20.0,3.2653061224489797,44,0.0,Pure Aero VS,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Aero+VS,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Aero+VS),97.96155003247962,11.098776477021085,20.787353557300975,-4.134533280799069,3.2546533118910514,318.50599707280077,67.4779730133092,-0.2857142857142857,0.1999999999999993,-0.14285714285714285,0.16666666666666666,-0.7142857142857143,0.7040816326530607,0.05263157894736842,Babolat Pure Aero VS
45,51,Babolat Pure Strike 16x19 (Project One7),Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.30 oz / 320 g,4pts HL,323.0,23.0mm,21.0mm / 21.0mm,Graphite,Low-Medium,67.0,16 Mains/19 Crosses,"8T,8H",50-59,,23.0mm/21.0mm / 21.0mm,-4,98.0,11.3,21.666666666666668,0.5,27.0,54.5,16.0,19.0,3.1020408163265305,45,0.0,Pure Strike 16x19 (Project One7),https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+16x19+(Project+One7),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+16x19+(Project+One7)),98.39243426750684,11.308281765262786,21.562661194383566,-3.9095275725887273,3.149754735551056,323.4212269759369,66.74382086727182,-0.2857142857142857,0.3333333333333333,-0.14285714285714285,0.16666666666666666,-0.5238095238095235,0.19387755102040755,0.2631578947368421,Babolat Pure Strike 16x19 (Project One7)
46,52,Babolat Pure Aero VS Tour,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,7pts HL,328.0,21.0mm,21.0mm / 21.0mm,Graphite,Low,68.0,16 Mains/20 Crosses,"8T,8H",50-59,,21.0mm/21.0mm / 21.0mm,-7,98.0,11.9,21.0,0.0,27.0,54.5,16.0,20.0,3.2653061224489797,46,0.0,Pure Aero VS Tour,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Aero+VS+Tour,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Aero+VS+Tour),97.80108679290944,11.8913460791605,20.718018290294324,-6.78194688005241,3.3035955477750245,327.89773544774965,68.42125692384067,-0.2857142857142857,0.7333333333333331,-0.5714285714285714,0.3333333333333333,-0.7142857142857143,0.7040816326530607,0.5263157894736842,Babolat Pure Aero VS Tour
47,53,Babolat Pure Strike VS Tour,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,7pts HL,323.0,21.0mm,21.0mm / 21.0mm,Graphite,Low-Medium,65.0,16 Mains/20 Crosses,"8T,8H",50-59,,21.0mm/21.0mm / 21.0mm,-7,98.0,11.9,21.0,0.5,27.0,54.5,16.0,20.0,3.2653061224489797,47,0.0,Pure Strike VS Tour,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+VS+Tour,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+VS+Tour),97.95309313486847,11.928435010402815,20.789558913319645,-7.34538171380728,3.2690974522525913,322.8032911371866,64.50435539233686,-0.2857142857142857,0.7333333333333331,-0.5714285714285714,-0.16666666666666666,-0.7142857142857143,0.7040816326530607,0.2631578947368421,Babolat Pure Strike VS Tour
48,54,Babolat Pure Strike 18x20,Babolat,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.40 oz / 323 g,4pts HL,325.0,23.0mm,21.0mm / 21.0mm,Graphite,Low,67.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-59,,23.0mm/21.0mm / 21.0mm,-4,98.0,11.4,21.666666666666668,0.0,27.0,54.5,18.0,20.0,3.673469387755102,48,0.0,Pure Strike 18x20,https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+18x20,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Babolat+Pure+Strike+18x20),98.0550872710606,11.40417621637926,22.110600724944277,-4.3323248518537785,3.6857174273265096,324.75553434796376,67.46851305804353,-0.2857142857142857,0.39999999999999974,-0.14285714285714285,0.16666666666666666,-0.5238095238095235,1.9795918367346923,0.3684210526315789,Babolat Pure Strike 18x20
